"Pop_Code","standard","actual","fruit.inf.Length","aborted.inf.length","flower.inf.length","bud.inf.Length","Location","Date","Latitude","Longitude","yday","Year","GD","GDs","GDD","GDDs","meanGDeg","varGDeg","skewGDeg","kurtGDeg","numStns","flower.cm","bud.cm","fruit.cm","a.flower.cm","infl.cm","phind"
"ILL00121772",881.009,10,0,0,1540.936,779.224,"Massachusetts, Middlesex Co., Bedford","1890-07-17",42.49112,-71.275587,198,1890,157,76,1564.36429499581,707.948146260566,9.96410378978224,16.0109765316451,0.0618671898519803,-0.430882810444754,20,17.4905818215251,8.84467695562701,0,0,26.3352587771521,0.33584925177574
"919031117",616.08,5,2985.82,0,1500.04,782.23,NA,NA,42.49,-71.28,198,1890,157,76,1565.48470975373,708.621813916641,9.97124018951422,16.0265984681722,0.0620459224606594,-0.430077980127988,20,12.1740683028178,6.34844500714193,24.2324048824828,0,42.7549181924425,-0.41829012032824
"1189107",1168.002,10,2503.135,0,1069.673,304.41,"Vicinity of Clifton, Passaic Co., New Jersey","1892-07-06",40.874718,-74.165186,188,1892,193,72,2086.03787963969,735.588757670784,10.8084864230036,30.1576560958567,-0.171348524486494,-0.831563657423477,7,9.15814356482266,2.60624553725079,21.4309136456958,0,33.1953027477693,-0.567088309194892
"MU-V-000195925",1164.687,10,1184.077,0,1138.915,703.105,"Passaic Co., Jew Jersey, Clifton","1892-07-06",40.874084,-74.160859,188,1892,193,72,2086.71267331977,736.034760564779,10.8119827633149,30.1933876226935,-0.171099946935804,-0.832352391228238,7,9.77872166513407,6.03685797128327,10.1664824970142,0,25.9820621334316,-0.158941369030801
"919011390",614.03,5,854.58,0,1491.7,727.55,NA,NA,43.7,-72.29,202,1892,148,74,1393.60985570354,678.652530645384,9.48033915444588,19.8306586747639,-0.138755080961955,-0.532966085177418,17,12.1468006449196,5.9243848020455,6.95878051560999,0,25.0299659625751,-0.0413262932562959
"931038840",432,5,0,0,707.91,248.08,NA,NA,43.36,-80.31,227,1892,146,98,1333.2609740812,935.521438113704,9.13192448000824,18.1044122085356,-0.0585545964190798,-0.582221093104111,17,8.19340277777778,2.8712962962963,0,0,11.0646990740741,0.259500622391448
"MICH-V-1355526",1169.109,10,0,0,994.5,542.899,"Michigan, Port Huron","1893-08-06",42.978676,-82.421464,218,1893,140,72,1466.63705116334,858.882210789805,10.475978936881,15.1475512973021,-0.377191150683719,0.0379269447427615,16,8.50647801017698,4.64369874836307,0,0,13.1501767585401,0.353128238017587
"MICH-V-135527",1170.084,10,638.123,0,445.615,752.827,"Michigan, Port Huron","1893-08-06",42.978676,-82.421464,218,1893,140,72,1466.63705116334,858.882210789805,10.475978936881,15.1475512973021,-0.377191150683719,0.0379269447427615,16,3.80840178995696,6.43395687830959,5.45365119085467,0,15.6960098591212,0.0624557257706642
"3008936",478.017,10,298.285,0,391.011,167.668,"Spring Creek, Mumford NY","1893-07-12",42.991432,-77.865435,193,1893,161,67,1545.17737529724,683.455295586511,9.59737500184624,20.3777091033658,-0.31114180123514,-0.745893865677599,16,8.17985552815067,3.50757399841428,6.24005004006134,0,17.9274795666263,-0.152418304619564
"919025138",612.08,5,738.41,0,0,0,NA,NA,42.48,-71.15,225,1893,164,101,1579.8774270872,1074.6577339515,9.63339894565363,16.7695518529824,-0.0145591733714627,-0.844313307784659,20,0,0,6.03197294471311,0,6.03197294471311,-1
"931032380",432,5,360,0,778.32,601.74,NA,NA,43.36,-80.31,185,1893,160,59,1398.70665374577,477.796818061315,8.74191658591104,20.3596147860623,-0.155495096788411,-0.838468638652958,17,9.00833333333333,6.96458333333333,4.16666666666667,0,20.1395833333333,0.138926243922623
"OS0015823",1227.059,10,480.667,0,677.112,963.766,"Durham, New York","1894-08-24",42.399792,-74.172669,236,1894,199,130,1617.0528082585,1204.22443130075,8.16693337504293,23.9142572199283,0.00549704541798218,-1.16685014768551,15,5.51816986795256,7.85427595576089,3.9172281039461,0,17.2896739276595,0.227710937076517
"OS0016035",1228.08,10,2211.107,0,743.673,1021.966,"Durham, New York","1894-08-24",42.401981,-74.175495,236,1894,199,130,1616.02207234953,1203.43540097148,8.16172763812893,23.910573498655,0.00535319192844866,-1.16751428144008,15,6.05557455540356,8.32165656960459,18.0045843918963,0,32.3818155169044,-0.299023623837177
"MT00043418",1233.015,10,0,0,679.11,620.967,"45.52 -73.62","1894-07-10",45.52,-73.62,191,1894,178,87,1499.28108657083,678.052714680243,8.47051461339452,19.9110491231811,0.125027059694965,-0.664916327553595,4,5.50771888419849,5.03616744321845,0,0,10.5438863274169,0.477638632173325
"3009073",477.009,10,908.761,0,261.91,343.96,"New Jersey, New Durham","1894-08-24",40.7901,-74.0363,236,1894,205,133,2225.09743616758,1586.49328967674,10.8541338349638,26.6470190633689,-0.00378637293287172,-1.08424127282064,20,5.49067208375523,7.21076541532759,19.0512338341625,0,31.7526713332453,-0.372896764954633
"3009074",447.004,10,188.056,0,139.568,274.118,"New Jersey, New Durham","1894-08-24",40.7901,-74.0363,236,1894,205,133,2225.09743616758,1586.49328967674,10.8541338349638,26.6470190633689,-0.00378637293287172,-1.08424127282064,20,3.12229868189099,6.13233886050237,4.20703170441428,0,13.4616692468076,0.143021427787989
"919020930",612.05,5,712.56,1819.842,671.75,0,NA,NA,42.16,-71.14,241,1894,202,135,1783.70446541452,1363.80010684042,8.87415156922648,26.2216964897018,0.130508291504832,-0.966947920726673,20,5.48770525283882,0,5.8210930479536,14.8667755902296,26.175573891022,-0.790350145685972
"919022928",614.03,5,0,0,1496.86,493.38,NA,NA,42.16,-71.14,189,1894,202,83,1783.70446541452,693.582792849318,8.87415156922648,26.2216964897018,0.130508291504832,-0.966947920726673,20,12.1888181359217,4.01755614546521,0,0,16.2063742813869,0.247899750783825
"919026438",614.74,5,778.42,0,0,0,NA,NA,42.37,-71.11,279,1894,201,172,1913.65775699628,1830.68546232775,9.56828878498138,26.9202527621845,0.150771289045556,-0.977115267274506,20,0,0,6.33129453102125,0,6.33129453102125,-1
"ILL00121763",1163.028,10,894.22,0,661.559,501.223,"Hartford Co., Connecticut, Southington, river bank (Quinnipiac River)","1895-07-20",41.598676,-72.88533,201,1895,165,93,1704.99773797242,865.682030028487,10.3333196240752,21.4670985022423,-0.559394135154543,-0.571644516772621,20,5.68824654264558,4.30963828901798,7.68872288543354,0,17.6866077170971,-0.191053290176675
"919020881",616.05,5,1921.54,0,0,0,NA,NA,42.31,-71.12,258,1895,162,139,1726.73488229855,1548.47564107282,10.6588572981392,18.8601838956884,-0.589864471128642,-0.474541600806632,20,0,0,15.5956497037578,0,15.5956497037578,-1
"MSC0147220",1176.383,10,1217.204,0,418.234,144.247,"Bay Co., Michigan, Bay City","1896-08-02",43.603948,-83.888669,215,1896,163,113,1747.61189646809,1225.85785219445,10.7215453771048,18.91188190467,-0.00890220938910818,-0.59241219046321,20,3.55525368863712,1.22619078990431,10.3470043344727,0,15.1284488130141,-0.602891522938048
"ILL00121775",1164.035,10,530.356,0,1064.37,300.015,"West Roxbury, Meadow, Massachusetts","1896-07-24",42.287018,-71.148413,206,1896,178,104,1703.76842102914,939.970464886522,9.62581028830025,22.5214591691161,-0.0200350235890128,-0.480624915411366,20,9.1437972225921,2.57737095534069,4.55618602533429,0,16.2773542032671,-0.121568594335585
"v0305294WIS",896.009,10,1292.063,0,675.109,105.802,"41.62448 -87.39421","1896-06-27",41.62448,-87.39421,179,1896,176,79,2086.1606264659,885.390787468552,11.8531853776472,24.1214395233847,-0.174020738589665,-0.405645348523015,9,7.53462297811741,1.18081403200191,14.4202011363725,0,23.1356381464918,-0.572250785586312
"v0305280WIS",897.009,10,616.141,0,1488.076,0,"40.40631 -74.97616","1896-09-11",40.40631,-74.97616,255,1896,210,153,2319.10785220357,2004.71998314949,11.0433707247789,32.2134702745326,-0.234952036943614,-0.74412561128953,20,16.5893095832929,0,6.8688385512297,0,23.4581481345226,-0.292812480842042
"918950499",154.01,5,0,0,374.83,189.68,NA,NA,45.17,-74.97,226,1896,162,110,1443.55795509356,1088.04049792474,8.96619847884198,17.2056043836722,0.116212572374683,-0.67520233936575,8,12.169014999026,6.15804168560483,0,0,18.3270566846309,0.336008219517812
"v0305271WIS",896.009,10,680.327,0,649.699,372.99,"40.40628 -74.97646","1897-08-14",40.40628,-74.97646,226,1897,191,115,2032.59284518108,1334.43820697208,10.641847356969,22.8485998582419,-0.188768535786708,-1.04259545724057,20,7.25103207668673,4.16279300765952,7.59285900030022,0,19.0066840846465,-0.180466302136915
"918950453",155,5,0,0,253.23,66.46,NA,NA,49.282729,-123.120738,211,1897,187,113,1165.64307769012,654.327107805388,6.23338544219315,9.50000991029577,0.218345736190624,-0.565575811802089,10,8.16870967741935,2.14387096774194,0,0,10.3125806451613,0.207888892364478
"919029603",612.05,5,2628.39,0,1280.41,224.02,NA,NA,42.28,-71.42,233,1897,164,115,1664.98046395708,1248.36824361334,10.1523199021773,17.0720853816704,-0.123719636815334,-0.559195119259781,20,10.4600114369741,1.830079241892,21.4720202597827,0,33.7621109386488,-0.581774672015718
"1189108",1170.002,10,2794.17,0,0,0,"Saugatuck, Michigan","1898-07-27",42.659633,-86.207706,208,1898,160,82,1805.82853143229,939.072178443084,11.2864283214518,18.3884627868222,-0.120682993088363,-0.524073937776858,14,0,0,23.8817540482837,0,23.8817540482837,-1
"1189112",1170.015,10,1903.797,0,0,0,"Saugatuck, Michigan","1898-07-27",42.659633,-86.207706,208,1898,160,82,1805.82853143229,939.072178443084,11.2864283214518,18.3884627868222,-0.120682993088363,-0.524073937776858,14,0,0,16.2715606210177,0,16.2715606210177,-1
"1189141",170.002,10,1430.93,0,0,0,"3mi N of Fort Lell, M.Y. opposite the upper end of New York Island","1898-08-28",40.909386,-73.93882,240,1898,195,135,2126.74596134666,1545.95045560466,10.9626080481787,29.6820550843194,-0.175146277283605,-0.83423479830528,20,0,0,84.1713626898507,0,84.1713626898507,-1
"0070110MOR",1208.026,10,582.961,0,156.589,133.462,"Michigan, Allegan, Saugatuck","1898-07-27",42.657918,-86.196335,208,1898,160,82,1806.31492107255,939.724343013442,11.2894682567034,18.4076633166423,-0.123292970211895,-0.522430479080267,14,1.296238657115,1.1047941021137,4.82573222761762,0,7.22676498684631,-0.5148829569353
"ILL00121776",1165.027,10,527.156,0,410.824,0,"Michagan, Saugatuck, marsh","1898-07-27",42.661201,-86.207656,208,1898,160,82,1805.90680882497,939.174649570976,11.2869175551561,18.3845484755031,-0.120755770322103,-0.523953556951672,14,3.52630454058146,0,4.52483933848743,0,8.0511438790689,-0.562011983197936
"MICH-V-1355532",1166.084,10,1208.483,0,665.939,174.184,"Allegan Co., Michigan, Saugatuck, marsh","1898-07-27",42.652425,-86.189659,208,1898,160,82,1806.38124514196,939.844690157964,11.2898827821372,18.43168479457,-0.12482800009898,-0.521690224953273,14,5.71090075843593,1.49375173658158,10.3636015930242,0,17.5682540880417,-0.504879415563559
"v0305291WIS",896.014,10,1474.972,0,511.858,164.779,"42.65578 -86.20542","1898-07-27",42.65578,-86.20542,208,1898,160,82,1805.74304707992,938.970125055329,11.2858940442495,18.4010858878794,-0.121047270064709,-0.524009692373624,14,5.71261163330037,1.83902260455752,16.4614838607432,0,24.0131180986011,-0.608936382028519
"3008929",479.009,10,358.883,0,0,0,"Saugatuck, Michigan","1898-07-27",42.660885,-86.207913,208,1898,160,82,1805.87917011946,939.138139303249,11.2867448132466,18.3850398529106,-0.120686019704909,-0.52401442215004,14,0,0,7.49219743261609,0,7.49219743261609,-1
"919015637",614.05,5,0,0,2932.96,732.1,NA,NA,41.79,-72.8,189,1898,164,65,1806.13808803929,635.656373912148,11.0130371221908,23.0694429798834,-0.17728062317885,-0.918442456178248,20,23.8820942919958,5.96124094129143,0,0,29.8433352332872,0.199751163691727
"919030841",616.03,5,0,0,1379.42,793.76,NA,NA,43.55,-72.97,186,1898,158,62,1547.06243788611,521.146873043707,9.7915344170007,19.9386205874906,-0.177237905342313,-0.925637287817468,20,11.1960456471276,6.44254338262747,0,0,17.638589029755,0.365252763231762
"919020479",616.05,5,693.68,0,579.81,226.71,NA,NA,42.47,-71.29,227,1899,181,116,1685.27670650341,1186.32009905477,9.41495366761682,19.7768291317059,-0.166717837789051,-0.659235747513844,20,4.70586803019235,1.8400292184076,5.63006249492736,0,12.1759597435273,-0.31127183042261
"919029775",612.07,5,0,0,1226.4,584.99,NA,NA,41.28,-73.03,192,1899,194,81,1930.53920490626,807.797649064634,10.0027938078045,20.3779238159866,-0.248237308237419,-0.802855680365546,20,10.0184619406277,4.77878347247864,0,0,14.7972454131063,0.322950883023534
"v0305261WIS",896.005,10,771.237,0,0,0,"39.96650 -75.26046","1900-09-16",39.9665,-75.26046,259,1900,208,155,2593.05177788702,2170.78213545912,12.4665950859953,29.094875707283,-0.240294317043861,-0.837421405521433,20,0,0,8.60750777060396,0,8.60750777060396,-1
"931038857",432,5,0,0,1173.52,132.31,NA,NA,43.25,-79.87,181,1900,202,75,2057.37838535561,584.449447074918,10.2357133599781,29.1609644227487,-0.0299263544219415,-0.574487075257239,17,13.5824074074074,1.53136574074074,0,0,15.1137731481481,0.101322530497844
"ILL00121771",1163.015,10,797.065,0,436.807,484.823,"Middlesex Co., Massachusetts, Boston Back Bay, salt marsh","1901-07-14",42.35591,-71.076826,195,1901,175,73,1790.98657972388,694.003367228251,10.2342090269936,26.1371734007571,-0.119644247789606,-0.608414350158868,20,3.75581570315086,4.16867366285044,6.8534369720081,0,14.7779263380094,-0.181673886291634
"v0305273WIS",897.009,10,391.847,0,1038.115,444.969,"42.35010 -71.08700","1901-07-14",42.3501,-71.087,195,1901,175,73,1792.41072793078,696.164729407008,10.2423470167473,26.0491899921981,-0.127500972941671,-0.634856714358229,20,11.5730722880149,4.96058567974234,4.36837311554288,0,20.9020310833002,0.0283327759794894
"919018507",614.7,5,0,0,1676.18,565.44,NA,NA,43.64,-72.99,212,1901,152,102,1479.52554621063,940.694667951079,9.73372069875413,20.975270401457,-0.137750301240039,-0.643616822118496,20,13.634130470148,4.59931673987311,0,0,18.2334472100212,0.252246143414138
"919030098",616.08,5,239.71,0,210.79,1000.94,NA,NA,43.8,-70.26,220,1901,168,98,1519.66843659854,913.17192519177,9.0456454559437,23.7821402434646,0.0735276150608804,-0.739875294878849,13,1.71073561875081,8.12345799246851,1.94544539670173,0,11.7796390079211,0.524465358540484
"OS23770",1274.19,10,2017.639,0,167.141,57.201,"41.64028 -81.28167, Little Mountains, Lake Co., Ohio","1902-08-24",41.64028,-81.28167,236,1902,172,122,1603.97516280928,1202.41663033993,9.37997171233494,19.1965747408788,-0.136598930379782,-0.723623479391343,19,1.31174314662648,0.448920490664658,15.8346792864486,0,17.5953429237398,-0.874422218564742
"ILL00121901",1166.027,10,2297.335,0,1094.843,214.663,"Claredon, Rutland CO., Vermont","1902-07-30",43.54264,-72.956963,211,1902,166,96,1267.67079429713,699.921521599592,7.72969996522642,14.0485609052852,-0.00924955410739927,-0.750412007057821,20,9.38951670930433,1.8409779533407,19.7022453167894,0,30.9327399794344,-0.577422736405625
"MICH-V-1433759",1168.027,10,1211.731,0,1582.144,513.48,"Ithaca New York","1902-07-18",42.439649,-76.514304,199,1902,147,64,1391.41009018246,613.491414478429,9.53020609714017,14.9684539752379,-0.104392120674518,-0.809808393079048,20,13.5454403023218,4.39613125381519,10.3741694327272,0,28.3157409888641,-0.211120668933332
"919011711",614.03,5,0,0,2896.58,1051.73,NA,NA,43.55,-72.97,211,1902,166,96,1268.32712340283,700.164919977828,7.73370197196849,14.0982244490831,-0.0114611187172531,-0.749888115562933,20,23.5866325749556,8.56415810302428,0,0,32.1507906779799,0.266374727415021
"919013379",613.37,5,1732.46,0,499.24,0,NA,NA,42.31,-73.18,238,1902,167,123,1427.6680461669,1081.63514891159,8.60040991666808,13.0004113152342,-0.0521264989107598,-0.592037353973309,20,4.0696480101733,0,14.1224709392373,0,18.1921189494106,-0.776296097145674
"919021637",614.72,5,239.55,0,1128.59,0,NA,NA,44.1,-70.21,280,1902,173,164,1377.33909943553,1359.94500064716,8.00778546183448,15.6127942767953,-0.0444674469733292,-0.345335588773468,12,9.17970783446122,0,1.94844807391983,0,11.128155908381,-0.17509173037847
"919025844",612.08,5,1950.34,0,2822.36,918.65,NA,NA,43.55,-72.97,211,1902,166,96,1268.32712340283,700.164919977828,7.73370197196849,14.0982244490831,-0.0114611187172531,-0.749888115562933,20,23.0554829434061,7.50432949941184,15.9320677035682,0,46.4918801463861,-0.181273335851775
"919025865",614.16,5,0,0,2390.45,1454.13,NA,NA,43.55,-72.97,211,1902,166,96,1268.32712340283,700.164919977828,7.73370197196849,14.0982244490831,-0.0114611187172531,-0.749888115562933,20,19.4611339064739,11.8383645955451,0,0,31.299498502019,0.378228571131307
"IND-0075898",1500.108,10,436.715,0,1593.284,265.084,"Hunterdon CO., New Jersey, Lambertville, edge of canal","1903-08-24",40.372616,-74.949267,236,1903,225,164,2145.53443958604,1578.11275751563,9.62123067078941,25.2025457520193,-0.145948345444616,-0.812967972410318,20,10.6211286120733,1.76709943550731,2.91122372522512,0,15.2994517728057,-0.0747820449195083
"919020798",612.03,5,0,0,453.18,978.71,NA,NA,42.35,-71.05,207,1903,173,84,1616.88212572556,802.519681301924,9.34613945506102,19.8798837246169,0.229646365031061,-0.550109591118246,20,3.7022694965933,7.99560479061484,0,0,11.6978742872081,0.683509208109562
"919011906",614.05,5,3810.96,0,0,0,NA,NA,42.46,-71.67,224,1904,161,105,1550.17979164151,1085.02856756539,9.68862369775941,16.0328156983023,-0.263246630512171,-0.441677979943471,20,0,0,31.0313492386613,0,31.0313492386613,-1
"MU-V-000195922",1160.689,10,1004.614,0,0,0,"Mississippi Co., Missouri, along Co. Rd. 203, 2.2mi NE of junction with Co. Rd J. ","1905-06-20",36.989785,-89.254074,171,1905,224,91,2838.77202790212,1004.11572381398,12.6730894102773,26.8474225556257,-0.840296005811398,-0.110740371751946,17,0,0,8.65532455291641,0,8.65532455291641,-1
"WTU-V-022158",1248.014,10,924.294,0,198.782,299.816,"SEATTLE, WASHINGTON","1905/04/16",47.554387,-122.350374,106,1905,240,57,1355.6902209167,113.315353942542,5.72021190260209,12.2456323424765,0.11632361660299,-0.896219319675979,18,1.59278661938087,2.40234484549052,7.40611884161556,0,11.4012503064869,-0.438879408978334
"MT00043420",1236.006,10,0,0,1164.707,651.575,"45.540892 -73.512834","1905-06-30",45.540892,-73.512834,181,1905,162,58,1438.04209105194,428.503726123982,9.04428988082979,16.7336236647866,-0.0341970154936558,-0.543442742059665,7,9.42315004943342,5.27161680444917,0,0,14.6947668538826,0.3587410985739
"1189129",1170.002,10,839.391,0,266.759,232.926,"Delaware, Ontario, Canada","1906-08-06",42.90836,-81.420535,218,1906,160,78,1574.5770094497,860.106306632233,10.0291529264312,19.8675097784404,-0.537029546578944,-0.671182357781648,11,2.27998755557683,1.99081710971434,7.17426978757301,0,11.4450744528642,-0.452898117806607
"MICH-V-1433767",1166.043,10,0,0,925.085,655.04,"Norfolk CO., Massachusetts, Ponkapoag (now Canton)","1906-07-20",42.154022,-71.148665,201,1906,185,85,1740.76768454759,767.625175188565,9.40955505160862,23.010685296104,-0.176816649429211,-1.00096289087205,20,7.93354104436972,5.61763159677645,0,0,13.5511726411462,0.414549481844791
"IND_0075903",1497.075,10,1835.52,0,0,0,"Middlesex Co., Ontario., Delaware","1906-08-06",42.909342,-81.422938,218,1906,160,78,1574.64035599554,860.078067900886,10.0295564076149,19.8649009438408,-0.53700491232978,-0.67115235438158,11,0,0,12.2607083813436,0,12.2607083813436,-1
"IND-0075902",1500.048,10,1152.507,0,1689.474,1170.323,"Northampton Co., Pennsylvania, Martins Creek","1906-08-20",40.78322,-75.184195,232,1906,202,133,2223.84861805275,1549.95142729075,11.1192430902637,25.2600889653926,-0.505847061545668,-0.785569967413005,20,11.2627995904131,7.80190367241582,7.68313413970753,0,26.7478374025365,0.00444034150951673
"BRU00017493",161.003,10,0,0,108.709,52.479,"N. Kingston Rhode Island","1907-07-25",41.5633372,-71.444757,206,1907,135,60,1360.2535422766,593.990330076205,10.0759521650118,17.3727817255315,-0.687494900937888,-0.512056931109798,20,6.75198598783874,3.25950448128296,0,0,10.0114904691217,0.32557634563367
"919011095",614.05,5,1216.57,0,537.84,124.26,NA,NA,42.84,-71.65,243,1907,123,95,1314.88715553616,1068.91886113105,10.6901394759037,16.9913252414457,-0.429956214847788,-0.390716001551608,20,4.37944792769319,1.01180685611921,9.90611513720381,0,15.2973699210162,-0.5814272863249
"919015561",618.03,5,138.52,0,356.85,0,NA,NA,42.83,-71.65,243,1907,123,95,1315.46082777306,1069.31454118395,10.6948034778298,16.9980488373191,-0.429834118882844,-0.391851323090559,20,2.88699577690403,0,1.12065757325696,0,4.007653350161,-0.279629367947191
"919017163",616.03,5,0,0,1904.2,0,NA,NA,43.64,-72.99,211,1907,122,62,1160.34609467775,640.582701888879,9.51103356293235,13.3861486090415,-0.28255415922344,-0.430264332322767,20,15.4554161323312,0,0,0,15.4554161323312,0
"919021194",612.05,5,1484.5,0,587.01,0,NA,NA,43.92,-69.7,227,1907,122,78,1176.23653322237,822.984044363885,9.64128305919978,13.4983217125632,-0.0740174506909785,-0.351614437255944,8,4.79544154889306,0,12.1272771832367,0,16.9227187321297,-0.716627001559249
