"Pop_Code","standard","actual","fruit.inf.Length","aborted.inf.length","flower.inf.length","bud.inf.Length","Location","Date","Latitude","Longitude","yday","Year","GD","GDs","GDD","GDDs","meanGDeg","varGDeg","skewGDeg","kurtGDeg","numStns"
"NYBG-00365739","1220.392",10,1186.434,0,717.112,260.343,"NY: Westchester: edge of salt marsh in Milton","1882-07-08",41.648844,-73.957182,189,1882,173,57,2045.9,641.3,11.8260115606936,26.5047569247218,-0.387067511543318,-0.63167392057424,1
"NYBG-00365722","1216.938",10,0,0,627.71,505.932,"NY: Queens: Flushing: Kissena Park","1882-09-16",40.747346,-73.806791,259,1882,173,127,2047.19711423956,1710.55364989827,11.8335093308645,25.5712820001103,-0.38905563320916,-0.613158925076474,2
"NYBG-00365745","1220",10,1311.23,0,807.34,133.418,"NY: Queens: Flushing: Kissena Park","1882-09-16",40.747346,-73.806791,259,1882,173,127,2047.19711423956,1710.55364989827,11.8335093308645,25.5712820001103,-0.38905563320916,-0.613158925076474,2
"NYBG-00365771","1220.243",10,1046.388,0,933.291,395.601,"NY: Bronx County: Bronx, New York Botanical Garden","1882-07-16",40.862489,-73.881048,197,1882,173,65,2046.51327255947,777.178809855621,11.8295564887831,26.0539644678932,-0.387936452929368,-0.623212332354012,2
"3009077","479.004",10,0,0,267.438,152.69,"Easton, Conneticut","1883-06-20",41.271227,-73.295744,171,1883,156,51,1762.86512961339,492.41175617766,11.3004174975217,18.9277650571307,-0.226246131995067,-0.587192708968773,3
"919009190","612.05",5,872.15,0,668.04,401.31,NA,NA,44.05368,-71.128404,199,1883,154,79,1487.70191420991,759.409538758845,9.66040204032407,15.7683039774602,-0.326359734048867,-0.589979526033444,2
"PBRU00017496","1206.004",10,1061.089,0,1365.276,420.043,"Rhode Island: Kent County: Gorton's Pond: Apponaug","1883-07-27",41.69994,-71.43391,208,1883,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PBRU00039024","1245.014",10,1094.542,0,450.999,121.391,"Rhode Island: Gorton Pond: Apponaug","1883-08-03",41.69994,-71.43391,215,1883,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OSU_61842","1230",10,0,0,1560.216,0,"Ile Bouchard, Quebec","1884/08/14",45.798548,-73.355309,227,1884,137,89,1416.54479684586,933.505656241675,10.6507127582396,15.3548284589748,-0.148112705348234,-0.229695025316982,2
"3009079","480.004",10,0,0,759.406,464.27,"Ashland Mass","1884-07-02",42.257505,-71.453827,184,1884,144,46,1476.6,468.15,10.3985915492958,16.8154494327074,-0.391056072363204,-0.449094972695136,4
"919016573","614.7",5,0,0,1393.13,1227.58,NA,NA,42.26,-71.46,185,1884,144,47,1476.6,483.45,10.3985915492958,16.8154494327074,-0.391056072363204,-0.449094972695136,4
"PBRU00017492","1209.06",10,0,0,873.808,101.823,"Rhode Island: Kent County: Apponaug","1884-08-04",41.701109,-71.461761,217,1884,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NYBG-00365692","1216.333",10,904.232,0,829.393,0,"New Jersey: Mercer: Trenton","1884-07-23",40.214459,-74.768715,205,1884,185,104,2076.37300908098,986.361187080774,11.2236378869242,23.7329293719855,-0.559532700132609,-0.643527726217718,4
"NYBG-02058500","1220.023",10,1483.832,0,986.23,798.991,"New Jersey: Granton","1884-07-23",40.798705,-74.033178,205,1884,196,104,2215.8650831988,1028.88327326921,11.3054340979531,27.5649740942932,-0.426905742377126,-0.737830752306542,3
"366280","1893",10,0,0,1583.173,1337.803,"Rondout, NY","1885/08/01",41.919371,-73.986168,213,1885,146,81,1383.53858304178,858.901249538853,9.47629166466976,16.7377122774564,-0.0349978902716976,-0.785189842279797,5
"NYBG-00366309","1228.838",10,0,0,1345.11,876.002,"Vermont: Rutland: Clarendon","1885-07-06",43.534809,-72.960471,187,1885,146,56,1337.06177660042,518.196865759578,9.15795737397548,17.5522327837889,-0.110410781178831,-0.794681476382688,4
"1189125","1168.007",10,1447.143,0,1807.283,896.743,"West Amhert, Massachusetts","1885-07-12",42.38648,-72.532091,193,1885,147,62,1412.73591568495,606.254925084216,9.61044840602006,17.942523991593,-0.105503874019212,-0.72368363667041,12
"919028560","612.05",5,432.56,0,1067.87,230.06,NA,NA,42.26,-71.46,209,1886,182,103,1652.25752989925,919.109667015888,9.12849464032733,19.6195808358936,-0.0984068572844313,-0.639277293051563,20
"MSC0147374","1174.334",10,544.861,0,1775.436,1409.2,"Lansing, Michigan","1887-06-15",42.719003,-84.58238,166,1887,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NYBG-00365785","1216.278",10,0,0,2233.312,1135.487,"NY: Ulster: Marlborough","1888-07-28",41.644704,-73.954927,210,1888,191,86,1717.79339124004,924.70937489467,9.28536968237859,25.6413880162804,-0.179459621662656,-0.766695495818656,5
"NYBG-00365718","1216.398",10,1138.111,0,1590.92,508.111,"Ny: Jefferson: Thousand Islands","1889-07-15",44.327835,-75.928063,196,1889,152,73,1419.55,615.25,9.40099337748344,17.1933049407459,-0.37849723430836,-0.607265766682993,1
"NYBG-00365721","1216.448",10,681.221,0,1032.203,575.353,"NY: Organce County: Cornwall-on-Hudson","1889-07-09",41.436162,-74.018285,190,1889,185,67,1865.8592108078,772.582153681708,10.2519736857571,22.213680933195,-0.529238101719061,-0.800353425798927,4
"1189113","1169.002",10,157.305,0,664.66,285.523,"Byron, Ontario","1890-08-15",42.953265,-81.333464,227,1890,149,86,1306.33144819601,944.497415501399,8.7673251556779,19.9646133550213,-0.0830444349728761,-0.834744627932796,13
"ILL00121772","881.009",10,0,0,1540.936,779.224,"Massachusetts, Middlesex Co., Bedford","1890-07-17",42.49112,-71.275587,198,1890,157,76,1564.36429499581,707.948146260566,9.96410378978224,16.0109765316451,0.0618671898519803,-0.430882810444754,20
"919031117","616.08",5,2985.82,0,1500.04,782.23,NA,NA,42.49,-71.28,198,1890,157,76,1565.48470975373,708.621813916641,9.97124018951422,16.0265984681722,0.0620459224606594,-0.430077980127988,20
"CONN00072883","2352.122",10,0,0,351.204,763.623,"Mass: Suffolk County: Hyde Park","1890-07-23",42.233333,-71.116667,204,1890,149,87,1281.80856042483,656.9756066898,8.60274201627401,16.7694400806015,0.0707624014081637,-0.644934930853087,20
"CONN00003865","2349.872",10,0,0,890.627,830.171,"New Jersey: Camden County: Camden","1891-07-03",39.935833,-75.108333,184,1891,195,84,2274.28083794245,825.380485049747,11.7230971027961,24.3182457842195,-0.394654398810561,-0.626264437259796,3
"NYBG-00365728","1224.119",10,855.389,0,835.219,254.429,"NY: Orange: Wes Point","1891-07-20",41.387585,-73.962965,201,1891,131,52,1259.53302954345,322.297145847862,9.6147559507134,23.3463089943663,0.0703453094076014,-0.988041776503309,6
"NYBG-00365790","1218.38",10,0,0,1502.119,172.378,"New Jersey: Passaic: Clifton","1891-08-16",40.871342,-74.166355,228,1891,183,127,2071.63533920037,1362.89752680104,11.3826117538482,20.7842480232696,-0.433257290694344,-0.444110785394952,6
"1189107","1168.002",10,2503.135,0,1069.673,304.41,"Vicinity of Clifton, Passaic Co., New Jersey","1892-07-06",40.874718,-74.165186,188,1892,193,72,2086.03787963969,735.588757670784,10.8084864230036,30.1576560958567,-0.171348524486494,-0.831563657423477,7
"MU-V-000195925","1164.687",10,1184.077,0,1138.915,703.105,"Passaic Co., Jew Jersey, Clifton","1892-07-06",40.874084,-74.160859,188,1892,193,72,2086.71267331977,736.034760564779,10.8119827633149,30.1933876226935,-0.171099946935804,-0.832352391228238,7
"919011390","614.03",5,854.58,0,1491.7,727.55,NA,NA,43.7,-72.29,202,1892,148,74,1393.60985570354,678.652530645384,9.48033915444588,19.8306586747639,-0.138755080961955,-0.532966085177418,17
"931038840","432",5,0,0,707.91,248.08,NA,NA,43.36,-80.31,227,1892,146,98,1333.2609740812,935.521438113704,9.13192448000824,18.1044122085356,-0.0585545964190798,-0.582221093104111,17
"NYBG-00365724","1212.338",10,0,0,980.399,761.231,"Washington DC","1892-07-04",38.883892,-77.039993,186,1892,182,70,2329.94985719908,879.44115142856,12.8019222923026,24.152418917139,-0.358044504415695,-0.599886561610737,2
"MICH-V-1355526","1169.109",10,0,0,994.5,542.899,"Michigan, Port Huron","1893-08-06",42.978676,-82.421464,218,1893,140,72,1466.63705116334,858.882210789805,10.475978936881,15.1475512973021,-0.377191150683719,0.0379269447427615,16
"MICH-V-135527","1170.084",10,638.123,0,445.615,752.827,"Michigan, Port Huron","1893-08-06",42.978676,-82.421464,218,1893,140,72,1466.63705116334,858.882210789805,10.475978936881,15.1475512973021,-0.377191150683719,0.0379269447427615,16
"3008936","478.017",10,298.285,0,391.011,167.668,"Spring Creek, Mumford NY","1893-07-12",42.991432,-77.865435,193,1893,161,67,1545.17737529724,683.455295586511,9.59737500184624,20.3777091033658,-0.31114180123514,-0.745893865677599,16
"919025138","612.08",5,738.41,0,0,0,NA,NA,42.48,-71.15,225,1893,164,101,1579.8774270872,1074.6577339515,9.63339894565363,16.7695518529824,-0.0145591733714627,-0.844313307784659,20
"931032380","432",5,360,0,778.32,601.74,NA,NA,43.36,-80.31,185,1893,160,59,1398.70665374577,477.796818061315,8.74191658591104,20.3596147860623,-0.155495096788411,-0.838468638652958,17
"MICH-V-1355527","1169.084",10,491.528,0,582.502,747.128,"Port Huron outskirts, Michigan","1893-08-06",42.993946,-82.427508,218,1893,140,72,1462.9007703449,855.565591812705,10.4492912167493,15.2758849802194,-0.36810993589337,0.0394273836540302,16
"OS0015823","1227.059",10,480.667,0,677.112,963.766,"Durham, New York","1894-08-24",42.399792,-74.172669,236,1894,199,130,1617.0528082585,1204.22443130075,8.16693337504293,23.9142572199283,0.00549704541798218,-1.16685014768551,15
"OS0016035","1228.08",10,2211.107,0,743.673,1021.966,"Durham, New York","1894-08-24",42.401981,-74.175495,236,1894,199,130,1616.02207234953,1203.43540097148,8.16172763812893,23.910573498655,0.00535319192844866,-1.16751428144008,15
"MT00043418","1233.015",10,0,0,679.11,620.967,"45.52 -73.62","1894-07-10",45.52,-73.62,191,1894,178,87,1499.28108657083,678.052714680243,8.47051461339452,19.9110491231811,0.125027059694965,-0.664916327553595,4
"3009073","477.009",10,908.761,0,261.91,343.96,"New Jersey, New Durham","1894-08-24",40.7901,-74.0363,236,1894,205,133,2225.09743616758,1586.49328967674,10.8541338349638,26.6470190633689,-0.00378637293287172,-1.08424127282064,20
"3009074","447.004",10,188.056,0,139.568,274.118,"New Jersey, New Durham","1894-08-24",40.7901,-74.0363,236,1894,205,133,2225.09743616758,1586.49328967674,10.8541338349638,26.6470190633689,-0.00378637293287172,-1.08424127282064,20
"919020930","612.05",5,712.56,1819.842,671.75,0,NA,NA,42.16,-71.14,241,1894,202,135,1783.70446541452,1363.80010684042,8.87415156922648,26.2216964897018,0.130508291504832,-0.966947920726673,20
"919022928","614.03",5,0,0,1496.86,493.38,NA,NA,42.16,-71.14,189,1894,202,83,1783.70446541452,693.582792849318,8.87415156922648,26.2216964897018,0.130508291504832,-0.966947920726673,20
"919026438","614.74",5,778.42,0,0,0,NA,NA,42.37,-71.11,279,1894,201,172,1913.65775699628,1830.68546232775,9.56828878498138,26.9202527621845,0.150771289045556,-0.977115267274506,20
"TENN-V-0155182","1328.281",10,525.37,0,519.017,228.98,"Michigan: Saint Clair: Port Huron","1894-07-10",42.989283,-82.425754,191,1894,188,76,1716.9944546856,640.338160425036,9.18178852773046,29.4236438808032,-0.12016094219289,-1.10437764489665,14
"NYBG-00365683","1220.044",10,1781.287,0,766.232,475.373,"New Jersey: Middlesex: New Durham","1894-08-24",40.785473,-74.039026,236,1894,205,133,2224.87617777116,1586.70521342621,10.853054525713,26.6601301456502,-0.00359446064337085,-1.08341821369105,20
"ILL00121763","1163.028",10,894.22,0,661.559,501.223,"Hartford Co., Connecticut, Southington, river bank (Quinnipiac River)","1895-07-20",41.598676,-72.88533,201,1895,165,93,1704.99773797242,865.682030028487,10.3333196240752,21.4670985022423,-0.559394135154543,-0.571644516772621,20
"919020881","616.05",5,1921.54,0,0,0,NA,NA,42.31,-71.12,258,1895,162,139,1726.73488229855,1548.47564107282,10.6588572981392,18.8601838956884,-0.589864471128642,-0.474541600806632,20
"CONN00003866","2355.002",10,5584.213,0,678.957,0,"Newburgh, NY","1895-09-08",41.503333,-74.010556,251,1895,173,143,1883.17573838939,1608.68025459754,10.8854088924242,23.689984290773,-0.527707391289312,-0.591744016343886,20
"NYBG-00365783","1216.289",10,0,0,744.298,629.901,"NY: Westchester: North Tarrytown","1895-07-11",41.067925,-73.867351,192,1895,176,87,2004.75408224569,861.472451089729,11.3906481945778,25.2586079553462,-0.540320049268602,-0.591524037139126,20
"NYBG-00365784","1218.83",10,0,0,1906.238,790.109,"NY: Dutchess: Fishkill Plains","1895-07-25",41.602792,-73.834017,206,1895,172,98,1899.26889570572,1041.16486195189,11.0422610215449,25.8215392461989,-0.546040181053864,-0.697371409265758,20
"MSC0147220","1176.383",10,1217.204,0,418.234,144.247,"Bay Co., Michigan, Bay City","1896-08-02",43.603948,-83.888669,215,1896,163,113,1747.61189646809,1225.85785219445,10.7215453771048,18.91188190467,-0.00890220938910818,-0.59241219046321,20
"ILL00121775","1164.035",10,530.356,0,1064.37,300.015,"West Roxbury, Meadow, Massachusetts","1896-07-24",42.287018,-71.148413,206,1896,178,104,1703.76842102914,939.970464886522,9.62581028830025,22.5214591691161,-0.0200350235890128,-0.480624915411366,20
"v0305294WIS","896.009",10,1292.063,0,675.109,105.802,"41.62448 -87.39421","1896-06-27",41.62448,-87.39421,179,1896,176,79,2086.1606264659,885.390787468552,11.8531853776472,24.1214395233847,-0.174020738589665,-0.405645348523015,9
"v0305280WIS","897.009",10,616.141,0,1488.076,0,"40.40631 -74.97616","1896-09-11",40.40631,-74.97616,255,1896,210,153,2319.10785220357,2004.71998314949,11.0433707247789,32.2134702745326,-0.234952036943614,-0.74412561128953,20
"918950499","154.01",5,0,0,374.83,189.68,NA,NA,45.17,-74.97,226,1896,162,110,1443.55795509356,1088.04049792474,8.96619847884198,17.2056043836722,0.116212572374683,-0.67520233936575,8
"CONN00003833","2364.003",10,4468.698,0,1466.021,396.807,"Conn: Litchfield County: Woodbury","1896-08-10",41.561944,-73.21,223,1896,211,121,1799.35609216136,1227.13478056553,8.69254150802589,25.5182074000679,-0.00663985744566917,-0.811252577480529,20
"CCNL-06614","1404.029",10,897.928,0,613.278,290.071,"Conn: Middlesex","1896-08-15",41.4798,-72.39435,228,1896,211,126,1823.19798903564,1330.23679867684,8.85047567493029,25.5790202209436,0.0404896573747795,-0.768991904982638,20
"NYBG-00365759","1224.232",10,620.003,0,505.023,372.188,"Penn: Northmpton: Easton","1896-08-17",40.691085,-75.206406,230,1896,210,128,2213.81314910714,1659.73116828342,10.5924074119959,29.5725352120066,-0.299243661904114,-0.841281147650811,20
"ILL00121774","1164.021",10,1123.158,0,899.212,343.628,"Massachusetts, West Roxbury","1896-07-24",42.301746,-74.559249,206,1896,167,92,1502.93876682769,823.892589298478,8.99963333429756,19.0728040700638,0.0618829152480515,-0.87316239821363,20
"MICH-V-1433778","1170.027",10,1184.554,0,629.676,482.411,"West Somers, Putnam Co., NY","1896-07-31",41.312374,-73.771326,213,1896,211,111,2024.47397874569,1207.22556861189,9.6403522797414,27.8527858250254,-0.0747329990403699,-0.780427561310279,20
"v0305271WIS","896.009",10,680.327,0,649.699,372.99,"40.40628 -74.97646","1897-08-14",40.40628,-74.97646,226,1897,191,115,2032.59284518108,1334.43820697208,10.641847356969,22.8485998582419,-0.188768535786708,-1.04259545724057,20
"918950453","155",5,0,0,253.23,66.46,NA,NA,49.282729,-123.120738,211,1897,187,113,1165.64307769012,654.327107805388,6.23338544219315,9.50000991029577,0.218345736190624,-0.565575811802089,10
"919029603","612.05",5,2628.39,0,1280.41,224.02,NA,NA,42.28,-71.42,233,1897,164,115,1664.98046395708,1248.36824361334,10.1523199021773,17.0720853816704,-0.123719636815334,-0.559195119259781,20
"1189108","1170.002",10,2794.17,0,0,0,"Saugatuck, Michigan","1898-07-27",42.659633,-86.207706,208,1898,160,82,1805.82853143229,939.072178443084,11.2864283214518,18.3884627868222,-0.120682993088363,-0.524073937776858,14
"1189112","1170.015",10,1903.797,0,0,0,"Saugatuck, Michigan","1898-07-27",42.659633,-86.207706,208,1898,160,82,1805.82853143229,939.072178443084,11.2864283214518,18.3884627868222,-0.120682993088363,-0.524073937776858,14
"1189141","170.002",10,1430.93,0,0,0,"3mi N of Fort Lell, M.Y. opposite the upper end of New York Island","1898-08-28",40.909386,-73.93882,240,1898,195,135,2126.74596134666,1545.95045560466,10.9626080481787,29.6820550843194,-0.175146277283605,-0.83423479830528,20
"0070110MOR","1208.026",10,582.961,0,156.589,133.462,"Michigan, Allegan, Saugatuck","1898-07-27",42.657918,-86.196335,208,1898,160,82,1806.31492107255,939.724343013442,11.2894682567034,18.4076633166423,-0.123292970211895,-0.522430479080267,14
"ILL00121776","1165.027",10,527.156,0,410.824,0,"Michagan, Saugatuck, marsh","1898-07-27",42.661201,-86.207656,208,1898,160,82,1805.90680882497,939.174649570976,11.2869175551561,18.3845484755031,-0.120755770322103,-0.523953556951672,14
"MICH-V-1355532","1166.084",10,1208.483,0,665.939,174.184,"Allegan Co., Michigan, Saugatuck, marsh","1898-07-27",42.652425,-86.189659,208,1898,160,82,1806.38124514196,939.844690157964,11.2898827821372,18.43168479457,-0.12482800009898,-0.521690224953273,14
"v0305291WIS","896.014",10,1474.972,0,511.858,164.779,"42.65578 -86.20542","1898-07-27",42.65578,-86.20542,208,1898,160,82,1805.74304707992,938.970125055329,11.2858940442495,18.4010858878794,-0.121047270064709,-0.524009692373624,14
"3008929","479.009",10,358.883,0,0,0,"Saugatuck, Michigan","1898-07-27",42.660885,-86.207913,208,1898,160,82,1805.87917011946,939.138139303249,11.2867448132466,18.3850398529106,-0.120686019704909,-0.52401442215004,14
"919015637","614.05",5,0,0,2932.96,732.1,NA,NA,41.79,-72.8,189,1898,164,65,1806.13808803929,635.656373912148,11.0130371221908,23.0694429798834,-0.17728062317885,-0.918442456178248,20
"919030841","616.03",5,0,0,1379.42,793.76,NA,NA,43.55,-72.97,186,1898,158,62,1547.06243788611,521.146873043707,9.7915344170007,19.9386205874906,-0.177237905342313,-0.925637287817468,20
"CONN0003822","2358.008",10,1958.278,0,2450.22,1113.233,"","1898-07-08",41.605,-72.879722,189,1898,164,65,1841.40188859226,644.849395195466,11.2280602962943,22.2452155875677,-0.153743496686747,-0.916539978111877,20
"CONN00056071","2356.003",10,1673.193,0,1272.89,832.25,"Conn: Hartford County: Southington","1898-07-11",41.605,-72.879733,192,1898,164,68,1841.39925825273,678.525575192582,11.2280442576386,22.2451180493098,-0.153745282680599,-0.916539808550204,20
"UVMVT084355","1228.004",10,0,0,992.837,684.514,"Vermont: Clarendon","1898-07-05",43.534809,-72.960471,186,1898,158,62,1545.59237862012,521.014822956571,9.78223024443114,19.9261959153139,-0.177855353599615,-0.927041206149877,20
"NYBG-00366306","1224.228",10,1731.001,0,489.8,0,"NY: Bronx County: Bronx, New York Botanical Garden","1898-07-21",40.862489,-73.881048,202,1898,195,97,2170.1131510686,970.058837632941,11.1861502632402,29.4007372302018,-0.192659828824866,-0.79477404967865,20
"919020479","616.05",5,693.68,0,579.81,226.71,NA,NA,42.47,-71.29,227,1899,181,116,1685.27670650341,1186.32009905477,9.41495366761682,19.7768291317059,-0.166717837789051,-0.659235747513844,20
"919029775","612.07",5,0,0,1226.4,584.99,NA,NA,41.28,-73.03,192,1899,194,81,1930.53920490626,807.797649064634,10.0027938078045,20.3779238159866,-0.248237308237419,-0.802855680365546,20
"PBRU00017491","1210.456",10,0,0,1685.998,362.851,"Rhode Island: Washington County: College grounds, RI College of Agricultural and Mechanical Arts","1899-11-30",41.487544,-71.528629,334,1899,181,223,1644.36313313512,1697.57029938911,9.13535073963955,18.9599653696403,-0.366252186309974,-0.734721360769491,20
"UVMVT126343","1228.007",10,3999.138,0,0,0,"Mass: Nantucket: Long Pond","1899-08-26",41.31079,-70.11468,238,1899,194,127,1707.80130074228,1269.35073192975,8.98842789864357,17.5850598660014,-0.270267578937499,-0.843835531119425,10
